id,text,label,scam_category,source,language,timestamp,annotation_confidence,notes
sms-uci-01371,So wats ur opinion abt him and how abt is character?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01372,Jay is snickering and tells me that x is totally fucking up the chords as we speak,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01373,No..few hours before.went to hair cut .,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01374,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01375,Lmao. Take a pic and send it to me.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01376,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01377,No. She's currently in scotland for that.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01378,Do you work all this week ?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01379,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01380,Lol great now im getting hungry.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01381,Yes.. now only saw your message..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01382,I'll be at mu in like  &lt;#&gt;  seconds,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01383,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01384,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01385,For sale - arsenal dartboard. Good condition but no doubles or trebles!,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01386,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01387,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01388,Thanks for ve lovely wisheds. You rock,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01389,You intrepid duo you! Have a great time and see you both soon.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01390,I asked sen to come chennai and search for job.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01391,Dad went out oredi...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01392,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01393,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01394,"Arms fine, how's Cardiff and uni?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01395,In fact when do you leave? I think addie goes back to school tues or wed,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01396,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01397,Ya:)going for restaurant..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01398,"Its ok., i just askd did u knw tht no?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01399,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01400,Those ducking chinchillas,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01401,I am in a marriage function,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01402,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01403,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01404,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01405,say thanks2.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01406,Msg me when rajini comes.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01407,Ya! when are ü taking ure practical lessons? I start in june..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01408,"That's good, because I need drugs",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01409,Stupid.its not possible,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01410,Can ü all decide faster cos my sis going home liao..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01411,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01412,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01413,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01414,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01415,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01416,Kinda. First one gets in at twelve! Aah. Speak tomo,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01417,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01418,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01419,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01420,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01421,I wont touch you with out your permission.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01422,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01423,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01424,Take some small dose tablet for fever,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01425,Oh. U must have taken your REAL Valentine out shopping first.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01426,"Just sent you an email – to an address with incomm in it, is that right?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01427,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01428,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01429,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01430,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01431,Why you keeping me away like this,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01432,I think its far more than that but find out. Check google maps for a place from your dorm.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01433,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01434,Have you always been saying welp?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01435,"I'm a guy, browsin is compulsory",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01436,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01437,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01438,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01439,I told your number to gautham..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01440,Tell them no need to investigate about me anywhere.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01441,Ok i juz receive..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01442,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01443,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01444,In the end she might still vomit but its okay. Not everything will come out.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01445,How are you with moneY...as in to you...money aint a thing....how are you sha!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01446,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01447,Hey gals.. Anyone of u going down to e driving centre tmr?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01448,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01449,I'm putting it on now. It should be ready for  &lt;TIME&gt;,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01450,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01451,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01452,Host-based IDPS for linux systems.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01453,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01454,Don no da:)whats you plan?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01455,Ill be there on  &lt;#&gt;  ok.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01456,Oh my God. I'm almost home,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01457,Total video converter free download type this in google search:),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01458,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01459,Sounds like something that someone testing me would sayy,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01460,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01461,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01462,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01463,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01464,Hows the champ just leaving glasgow!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01465,K:)all the best:)congrats...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01466,I wonder if you'll get this text?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01467,I need to come home and give you some good lovin...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01468,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01469,Shall i ask one thing if you dont mistake me.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01470,Check wid corect speling i.e. Sarcasm,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01471,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01472,Are you angry with me. What happen dear,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01473,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01474,Yup ok thanx...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01475,Hi:)cts employee how are you?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01476,Pls pls find out from aunt nike.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01477,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01478,No screaming means shouting..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01479,Hey what happen de. Are you alright.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01480,Should I have picked up a receipt or something earlier,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01481,I think chennai well settled?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01482,Oh dang! I didn't mean o send that to you! Lol!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01483,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01484,Horrible bf... I now v hungry...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01485,Remember on that day..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01486,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01487,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01488,All sounds good. Fingers . Makes it difficult to type,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01489,Midnight at the earliest,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01490,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01491,K come to nordstrom when you're done,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01492,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01493,Now press conference da:),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01494,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01495,After completed degree. There is no use in joining finance.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01496,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01497,Shant disturb u anymore... Jia you...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01498,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01499,"Me, i dont know again oh",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01500,Dude sux for snake. He got old and raiden got buff,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01501,He says hi and to get your ass back to south tampa (preferably at a kegger),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01502,In e msg jus now. U said thanks for gift.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01503,U too...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01504,Ok how you dear. Did you call chechi,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01505,Yeah we do totes. When u wanna?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01506,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01507,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01508,Wat r u doing?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01509,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01510,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01511,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01512,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01513,Dude just saw a parked car with its sunroof popped up. Sux,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01514,Get ready to put on your excellent sub face :),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01515,Tmrw. Im finishing 9 doors,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-01516,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
